datetime,Anemometer;wind_speed;Avg (m/s),Anemometer;wind_speed;Max (m/s),Anemometer;wind_speed;Min (m/s),Anemometer;wind_speed;StdDev (m/s),Anemometer;wind_speed;Count (),Wind Vane TMR;wind_direction;Avg (°),Wind Vane TMR;wind_direction;StdDev (°),Wind Vane TMR;wind_direction;Count (),Hygro/Thermo;humidity;Avg (%),Hygro/Thermo;humidity;Max (%),Hygro/Thermo;humidity;Min (%),Hygro/Thermo;humidity;StdDev (%),Hygro/Thermo;humidity;Count (),Hygro/Thermo;temperature;Avg (°C),Hygro/Thermo;temperature;Max (°C),Hygro/Thermo;temperature;Min (°C),Hygro/Thermo;temperature;StdDev (°C),Hygro/Thermo;temperature;Count (),Barometer;air_pressure;Avg (hPa),Barometer;air_pressure;Max (hPa),Barometer;air_pressure;Min (hPa),Barometer;air_pressure;StdDev (hPa),Barometer;air_pressure;Count (),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Avg (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Max (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Min (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;StdDev (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Count (),GHI (Global Horizontal Irradiance);solar_irradiance;Avg (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;Max (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;Min (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;StdDev (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;Count (),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Avg (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Max (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Min (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;StdDev (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Count (),Precipitation;precipitation;Count (),Precipitation;precipitation;Sum (mm),GTI (Global Tilt Irradiance) PV Cell;voltage;Avg (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;Max (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;Min (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;StdDev (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;Count (),Theta;other;Avg (°),Theta;other;Max (°),Theta;other;Min (°),Theta;other;StdDev (°),Theta;other;Count (),A1;channel;Avg (V),A1;channel;Max (V),A1;channel;Min (V),A1;channel;StdDev (V),A2;channel;Avg (V),A2;channel;Max (V),A2;channel;Min (V),A2;channel;StdDev (V),A3;channel;Avg (V),A3;channel;Max (V),A3;channel;Min (V),A3;channel;StdDev (V),A4;channel;Avg (V),A4;channel;Max (V),A4;channel;Min (V),A4;channel;StdDev (V),A5;channel;Avg (V),A5;channel;Max (V),A5;channel;Min (V),A5;channel;StdDev (V),A6;channel;Avg (V),A6;channel;Max (V),A6;channel;Min (V),A6;channel;StdDev (V),A7;channel;Avg (V),A7;channel;Max (V),A7;channel;Min (V),A7;channel;StdDev (V),C1;channel;Avg (I),C1;channel;Max (I),C1;channel;Min (I),C1;channel;StdDev (I),C2;channel;Avg (I),C2;channel;Max (I),C2;channel;Min (I),C2;channel;StdDev (I),D1;channel;Avg (),D1;channel;Max (),D1;channel;Min (),D1;channel;StdDev (),T;channel;Avg (°C),I;channel;Avg (mA),I;channel;Max (mA),I;channel;Min (mA),V;channel;Avg (V),V;channel;Max (V),V;channel;Min (V)
2022-11-10 00:00:00,1.9608,3.4484,0.4952,0.7216,120,135.1903,34.4287,120,76.0313,76.1437,75.9301,0.0449,120,25.9811,26.0411,25.916,0.0257,120,1008.8681,1009.0579,1008.655,0.0716,120,0,0,0,0,120,0,0,0,0,120,13.7157,14.2604,13.2775,0.2451,120,120,0,0,0,0,0,120,None,None,None,None,0,3.4811,3.4843,3.4776,0.0012,0.5598,0.5604,0.5592,0.0003,0.7603,0.7614,0.7593,0.0004,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,190.3,352,31,78.4353,0,0,0,0,386.1333,714,94,100.8799,35,44.6833,51,41,23.67,23.68,23.63
2022-11-10 00:10:00,1.7405,3.7336,0.4492,0.6756,120,121.8399,33.8001,120,76.0997,76.2352,75.9606,0.0509,120,25.9459,26.0106,25.855,0.0331,120,1008.8124,1008.8931,1008.655,0.0839,120,0,0,0,0,120,0,0,0,0,120,13.6911,14.2604,13.2775,0.2297,120,120,0,0,0,0,0,120,None,None,None,None,0,3.4802,3.4816,3.4776,0.0014,0.5595,0.5601,0.5585,0.0003,0.761,0.7624,0.7596,0.0005,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,166.3583,383,26,73.4358,0,0,0,0,347.3917,762,57,99.8957,35,42.3167,49,39,23.67,23.68,23.63
2022-11-10 00:20:00,1.9758,4.1844,0.6056,0.6568,120,120.0311,30.9447,120,76.2942,76.4794,76.1132,0.0966,120,25.8584,25.9435,25.8,0.034,120,1008.6241,1008.8748,1008.4536,0.1026,120,0,0,0,0,120,0,0,0,0,120,13.6665,14.2604,13.2775,0.2459,120,120,0,0,0,0,0,120,None,None,None,None,0,3.4771,3.4812,3.4742,0.0017,0.5586,0.5594,0.558,0.0003,0.7629,0.7648,0.7611,0.001,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,191.9333,432,43,71.3889,0,0,0,0,339.7917,539,59,88.9398,35,42.0333,47,39,23.67,23.68,23.63
2022-11-10 00:30:00,1.9427,3.6508,0.9092,0.6218,120,136.9883,34.8437,120,76.3881,76.4794,76.2963,0.0577,120,25.8433,25.913,25.7817,0.026,120,1008.5163,1008.6734,1008.4536,0.085,120,0,0,0,0,120,0,0,0,0,120,13.6952,14.2604,13.2775,0.2439,120,120,0,0,0,0,0,120,None,None,None,None,0,3.4753,3.4779,3.4742,0.0014,0.5584,0.5591,0.5578,0.0003,0.7639,0.7648,0.763,0.0006,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,188.3417,374,76,67.5913,0,0,0,0,396.0667,1018,11,118.4488,35,41.7333,47,39,23.67,23.68,23.63
2022-11-10 00:40:00,1.9102,3.3288,0.532,0.6139,120,134.1881,26.6837,120,76.3166,76.3878,76.2352,0.0372,120,25.8307,25.8855,25.7726,0.0254,120,1008.4179,1008.655,1008.2888,0.0876,120,0,0,0,0,120,0,0,0,0,120,13.6747,14.2604,13.2775,0.2044,120,120,0,0,0,0,0,120,None,None,None,None,0,3.4736,3.4776,3.4715,0.0015,0.5583,0.5588,0.5577,0.0003,0.7632,0.7639,0.7624,0.0004,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,184.8,339,35,66.7273,0,0,0,0,380.3833,577,161,76.6083,35,41.4167,47,39,23.67,23.68,23.63
2022-11-10 00:50:00,2.0416,3.7244,0.762,0.6636,120,139.0212,29.4112,120,76.2785,76.3573,76.1742,0.0387,120,25.844,25.8885,25.7848,0.0242,120,1008.3715,1008.4902,1008.2705,0.0893,120,0,0,0,0,120,0,0,0,0,120,13.6788,14.2604,13.2775,0.2206,120,120,0,0,0,0,0,120,None,None,None,None,0,3.4729,3.4748,3.4712,0.0015,0.5584,0.5589,0.5578,0.0002,0.7628,0.7636,0.7617,0.0004,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,199.0833,382,60,72.1343,0,0,0,0,395.9583,693,169,85.3034,35,41.65,47,39,23.67,23.68,23.63
2022-11-10 01:00:00,1.7668,3.8808,0.5964,0.6825,120,139.1722,34.5686,120,76.3212,76.4183,76.2352,0.0449,120,25.7901,25.8702,25.7024,0.0338,120,1008.3625,1008.4902,1008.2705,0.0886,120,0,0,0,0,120,0,0,0,0,120,13.5683,14.2604,13.2775,0.2508,120,120,0,0,0,0,0,120,None,None,None,None,0,3.4727,3.4748,3.4712,0.0015,0.5579,0.5587,0.557,0.0003,0.7632,0.7642,0.7624,0.0004,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,169.2167,399,42,74.1859,0,0,0,0,396.0583,774,129,100.7164,34.9,41.8833,47,39,23.67,23.68,23.63
2022-11-10 01:10:00,1.8941,3.6232,0.5688,0.7465,120,125.4553,36.3319,120,76.4189,76.5099,76.3268,0.0471,120,25.7141,25.7756,25.6505,0.0254,120,1008.3267,1008.4902,1008.1057,0.0807,120,0,0,0,0,120,0,0,0,0,120,13.6297,14.2604,13.2775,0.2313,120,120,0,0,0,0,0,120,None,None,None,None,0,3.4721,3.4748,3.4684,0.0013,0.5571,0.5578,0.5565,0.0003,0.7642,0.7651,0.7633,0.0005,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,183.05,371,39,81.1448,0,0,0,0,356.15,609,87,103.8219,34,41.6167,47,39,23.67,23.68,23.63
2022-11-10 01:20:00,1.4509,3.0252,0.3756,0.5136,120,119.8631,33.3756,120,76.2716,76.4489,76.0826,0.0817,120,25.6706,25.739,25.62,0.0247,120,1008.2357,1008.4719,1008.0874,0.0948,120,0,0,0,0,120,0,0,0,0,120,13.5314,13.7689,13.2775,0.2466,120,120,0,0,0,0,0,120,None,None,None,None,0,3.4706,3.4745,3.4681,0.0016,0.5567,0.5574,0.5562,0.0003,0.7627,0.7645,0.7608,0.0008,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,134.8833,306,18,55.8302,0,0,0,0,341.9083,675,120,97.0031,34,41.35,47,39,23.67,23.68,23.63
2022-11-10 01:30:00,1.8504,3.8716,0.8448,0.5488,120,129.2935,31.3449,120,76.0201,76.1437,75.8385,0.0823,120,25.6263,25.6871,25.5711,0.0259,120,1008.1458,1008.3071,1008.0874,0.0811,120,0,0,0,0,120,0,0,0,0,120,13.6092,14.2604,13.2775,0.2561,120,120,0,0,0,0,0,120,None,None,None,None,0,3.4691,3.4718,3.4681,0.0014,0.5563,0.5569,0.5557,0.0003,0.7602,0.7614,0.7584,0.0008,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,178.3,398,69,59.6533,0,0,0,0,366.6667,567,113,89.5905,34,41.2167,47,39,23.67,23.68,23.63
