datetime,Anemometer;wind_speed;Avg (m/s),Anemometer;wind_speed;Max (m/s),Anemometer;wind_speed;Min (m/s),Anemometer;wind_speed;StdDev (m/s),Anemometer;wind_speed;Count (),Wind Vane TMR;wind_direction;Avg (°),Wind Vane TMR;wind_direction;StdDev (°),Wind Vane TMR;wind_direction;Count (),Hygro/Thermo;humidity;Avg (%),Hygro/Thermo;humidity;Max (%),Hygro/Thermo;humidity;Min (%),Hygro/Thermo;humidity;StdDev (%),Hygro/Thermo;humidity;Count (),Hygro/Thermo;temperature;Avg (°C),Hygro/Thermo;temperature;Max (°C),Hygro/Thermo;temperature;Min (°C),Hygro/Thermo;temperature;StdDev (°C),Hygro/Thermo;temperature;Count (),Barometer;air_pressure;Avg (hPa),Barometer;air_pressure;Max (hPa),Barometer;air_pressure;Min (hPa),Barometer;air_pressure;StdDev (hPa),Barometer;air_pressure;Count (),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Avg (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Max (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Min (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;StdDev (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Count (),GHI (Global Horizontal Irradiance);solar_irradiance;Avg (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;Max (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;Min (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;StdDev (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;Count (),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Avg (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Max (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Min (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;StdDev (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Count (),Precipitation;precipitation;Count (),Precipitation;precipitation;Sum (mm),GTI (Global Tilt Irradiance) PV Cell;voltage;Avg (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;Max (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;Min (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;StdDev (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;Count (),Theta;other;Avg (°),Theta;other;Max (°),Theta;other;Min (°),Theta;other;StdDev (°),Theta;other;Count (),A1;channel;Avg (V),A1;channel;Max (V),A1;channel;Min (V),A1;channel;StdDev (V),A2;channel;Avg (V),A2;channel;Max (V),A2;channel;Min (V),A2;channel;StdDev (V),A3;channel;Avg (V),A3;channel;Max (V),A3;channel;Min (V),A3;channel;StdDev (V),A4;channel;Avg (V),A4;channel;Max (V),A4;channel;Min (V),A4;channel;StdDev (V),A5;channel;Avg (V),A5;channel;Max (V),A5;channel;Min (V),A5;channel;StdDev (V),A6;channel;Avg (V),A6;channel;Max (V),A6;channel;Min (V),A6;channel;StdDev (V),A7;channel;Avg (V),A7;channel;Max (V),A7;channel;Min (V),A7;channel;StdDev (V),C1;channel;Avg (I),C1;channel;Max (I),C1;channel;Min (I),C1;channel;StdDev (I),C2;channel;Avg (I),C2;channel;Max (I),C2;channel;Min (I),C2;channel;StdDev (I),D1;channel;Avg (),D1;channel;Max (),D1;channel;Min (),D1;channel;StdDev (),T;channel;Avg (°C),I;channel;Avg (mA),I;channel;Max (mA),I;channel;Min (mA),V;channel;Avg (V),V;channel;Max (V),V;channel;Min (V)
2022-11-26 00:00:00,2.026,3.7244,0.6976,0.6994,120,93.9448,32.7783,120,81.298,81.3929,81.2403,0.0418,120,26.1985,26.212,26.1815,0.0065,120,1007.5036,1007.593,1007.3916,0.0753,120,0,0,0,0,120,0,0,0,0,120,13.8263,14.2604,13.2775,0.2224,120,120,0,0,0,0,0,120,None,None,None,None,0,3.4584,3.4599,3.4565,0.0013,0.562,0.5621,0.5618,0.0001,0.813,0.8139,0.8124,0.0004,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,197.3917,382,53,76.0199,0,0,0,0,269.5583,639,12,96.2363,37,48.0167,53,45,23.66,23.68,23.63
2022-11-26 00:10:00,1.7215,3.4024,0.348,0.7509,120,98.7916,44.24,120,81.3776,81.4844,81.2098,0.0693,120,26.2284,26.2609,26.1998,0.0168,120,1007.4227,1007.5747,1007.2085,0.0654,120,0,0,0,0,120,0,0,0,0,120,13.8058,14.2604,13.2775,0.1929,120,120,0,0,0,0,0,120,None,None,None,None,0,3.457,3.4596,3.4535,0.0011,0.5623,0.5626,0.562,0.0002,0.8138,0.8148,0.8121,0.0007,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,164.2917,347,15,81.6241,0,0,0,0,305.4917,953,16,154.4036,37,48.15,49,45,23.66,23.68,23.63
2022-11-26 00:20:00,1.9291,3.9912,0.532,0.6973,120,97.4744,35.3402,120,81.3901,81.4234,81.3013,0.0293,120,26.1937,26.2151,26.1602,0.0156,120,1007.327,1007.4099,1007.1902,0.092,120,0,0,0,0,120,0,0,0,0,120,13.7935,14.2604,13.2775,0.2099,120,120,0,0,0,0,0,120,None,None,None,None,0,3.4555,3.4568,3.4532,0.0015,0.5619,0.5622,0.5616,0.0002,0.8139,0.8142,0.813,0.0003,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,186.8583,411,35,75.7962,0,0,0,0,290.0917,862,101,112.8936,37,48.4167,53,47,23.65,23.68,23.63
2022-11-26 00:30:00,1.8232,3.7244,0.394,0.7163,120,89.9349,48.7813,120,81.4336,81.5455,81.3013,0.055,120,26.1873,26.2151,26.1571,0.0184,120,1007.1601,1007.3916,1007.0071,0.0955,120,0,0,0,0,120,0,0,0,0,120,13.7894,14.2604,10.8186,0.3396,120,120,0,0,0,0,0,120,None,None,None,None,0,3.4527,3.4565,3.4501,0.0016,0.5619,0.5622,0.5616,0.0002,0.8143,0.8155,0.813,0.0006,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,175.35,382,20,77.8605,0,0,0,0,294.6583,998,27,174.4333,37,47.7833,53,41,23.66,23.68,23.63
2022-11-26 00:40:00,1.8303,3.9176,0.44,0.7061,120,86.3456,35.6186,120,81.2927,81.3929,81.1792,0.0528,120,26.1718,26.1937,26.1571,0.008,120,1007.0055,1007.2085,1006.8056,0.0471,120,0,0,0,0,120,0,0,0,0,120,13.7116,14.2604,13.2775,0.2224,120,120,0,0,0,0,0,120,None,None,None,None,0,3.4501,3.4535,3.4468,0.0008,0.5617,0.5619,0.5616,0.0001,0.8129,0.8139,0.8118,0.0005,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,176.125,403,25,76.7518,0,0,0,0,252.275,747,47,107.9494,36.1,46.8333,49,41,23.66,23.68,23.63
2022-11-26 00:50:00,1.7233,2.9976,0.44,0.663,120,85.9422,44.6883,120,81.2873,81.4234,81.2098,0.0658,120,26.1633,26.1968,26.1449,0.0144,120,1006.8853,1007.0254,1006.6408,0.0932,120,0,0,0,0,120,0,0,0,0,120,13.7853,14.2604,13.2775,0.2291,120,120,0,0,0,0,0,120,None,None,None,None,0,3.4481,3.4504,3.444,0.0016,0.5616,0.562,0.5615,0.0001,0.8129,0.8142,0.8121,0.0007,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,164.4917,303,25,72.0647,0,0,0,0,273.9917,962,75,152.0841,36,46.9333,49,41,23.66,23.68,23.63
2022-11-26 01:00:00,1.1534,2.0592,0.4676,0.3733,120,85.7105,34.4451,120,81.3323,81.3929,81.2708,0.0379,120,26.1793,26.2029,26.1449,0.0158,120,1006.8336,1007.0254,1006.6408,0.0617,120,0,0,0,0,120,0,0,0,0,120,13.6829,14.2604,13.2775,0.1981,120,120,0,0,0,0,0,120,None,None,None,None,0,3.4472,3.4504,3.444,0.001,0.5618,0.562,0.5615,0.0002,0.8133,0.8139,0.8127,0.0004,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,102.5417,201,28,40.5811,0,0,0,0,245.3667,579,17,100.3501,36,46.9667,47,45,23.66,23.68,23.63
2022-11-26 01:10:00,1.2135,3.5036,0.2652,0.6674,120,70.0891,49.545,120,81.5447,81.698,81.3929,0.0784,120,26.1243,26.1449,26.0991,0.0097,120,1006.7673,1007.0071,1006.6225,0.091,120,0,0,0,0,120,0,0,0,0,120,13.7853,14.2604,13.2775,0.2107,120,120,0,0,0,0,0,120,None,None,None,None,0,3.4461,3.4501,3.4437,0.0015,0.5612,0.5615,0.561,0.0001,0.8154,0.817,0.8139,0.0008,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,109.075,358,6,72.5478,0,0,0,0,265.525,1002,15,203.3315,36,47.0167,49,45,23.66,23.68,23.63
2022-11-26 01:20:00,1.4403,4.0648,0.4216,0.8565,120,87.9676,39.2324,120,81.7983,81.8812,81.6675,0.054,120,26.1295,26.1632,26.0991,0.0201,120,1006.6391,1006.8422,1006.4211,0.1005,120,0,0,0,0,120,0,0,0,0,120,13.7566,14.2604,13.2775,0.2338,120,120,0,0,0,0,0,120,None,None,None,None,0,3.444,3.4474,3.4404,0.0017,0.5613,0.5616,0.561,0.0002,0.818,0.8188,0.8167,0.0005,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,133.725,419,23,93.0978,0,0,0,0,268.025,974,7,133.429,36,46.8,47,41,23.66,23.68,23.63
2022-11-26 01:30:00,1.5592,2.9792,0.5412,0.5427,120,88.4277,37.8344,120,81.8476,82.0032,81.698,0.0912,120,26.1132,26.1693,26.0808,0.0281,120,1006.4786,1006.6408,1006.4211,0.0794,120,0,0,0,0,120,0,0,0,0,120,13.7362,14.2604,13.2775,0.2087,120,120,0,0,0,0,0,120,None,None,None,None,0,3.4413,3.444,3.4404,0.0013,0.5611,0.5617,0.5608,0.0003,0.8185,0.82,0.817,0.0009,-0.0001,-0.0001,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,146.65,301,36,58.9929,0,0,0,0,262.3083,952,55,124.423,36,46.9,49,41,23.66,23.68,23.63
